                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                 0.8348,                0.57762,                 1.7763,                0.68435,                 0.6346,                0.65192,                0.50213,                0.78399,                 0.5652,                 1.7495,               0.001684,               0.001684,               0.001684
                     86,                0.83543,                0.57942,                 1.7807,                0.68406,                0.63518,                0.65276,                0.50245,                 0.7842,                0.56595,                 1.7489,               0.001585,               0.001585,               0.001585
                     87,                0.83312,                0.57464,                 1.7743,                0.68419,                0.63462,                0.65316,                 0.5029,                0.78436,                0.56649,                 1.7484,               0.001486,               0.001486,               0.001486
                     88,                0.83211,                0.57275,                 1.7773,                0.68411,                0.63517,                 0.6537,                0.50382,                0.78436,                0.56684,                 1.7481,               0.001387,               0.001387,               0.001387
                     89,                0.83006,                0.56953,                 1.7778,                 0.6864,                0.63461,                0.65426,                0.50398,                0.78446,                0.56711,                 1.7475,               0.001288,               0.001288,               0.001288
                     90,                0.82714,                0.56803,                 1.7664,                0.68783,                0.63476,                0.65449,                 0.5042,                0.78466,                0.56762,                 1.7471,               0.001189,               0.001189,               0.001189
                     91,                0.82785,                0.56859,                 1.7676,                0.68437,                0.63468,                0.65344,                0.50378,                 0.7847,                0.56783,                 1.7467,                0.00109,                0.00109,                0.00109
                     92,                0.82417,                0.56529,                 1.7684,                0.68549,                0.63703,                0.65525,                0.50521,                0.78453,                0.56801,                 1.7463,               0.000991,               0.000991,               0.000991
                     93,                0.82411,                 0.5639,                  1.764,                0.68707,                0.63737,                0.65561,                0.50564,                 0.7845,                0.56825,                 1.7458,               0.000892,               0.000892,               0.000892
                     94,                0.82338,                0.56487,                 1.7632,                0.68804,                0.63852,                0.65629,                0.50608,                0.78453,                0.56848,                 1.7456,               0.000793,               0.000793,               0.000793
                     95,                0.81912,                0.56062,                  1.756,                  0.689,                0.63889,                0.65696,                0.50625,                0.78446,                 0.5686,                  1.745,               0.000694,               0.000694,               0.000694
                     96,                0.81719,                0.55883,                 1.7637,                0.68944,                0.63853,                0.65681,                0.50658,                0.78436,                 0.5687,                 1.7447,               0.000595,               0.000595,               0.000595
                     97,                0.81805,                0.55777,                 1.7582,                0.68868,                 0.6412,                0.65705,                0.50697,                0.78415,                0.56882,                 1.7443,               0.000496,               0.000496,               0.000496
                     98,                0.81393,                0.55302,                 1.7584,                0.68643,                0.64123,                0.65631,                0.50657,                0.78406,                0.56882,                 1.7438,               0.000397,               0.000397,               0.000397
                     99,                0.81436,                0.55356,                 1.7586,                0.68646,                0.64141,                0.65663,                 0.5069,                0.78384,                 0.5688,                 1.7435,               0.000298,               0.000298,               0.000298
                    100,                0.81306,                0.55391,                 1.7523,                0.68431,                 0.6437,                0.65874,                0.50809,                0.78359,                0.56879,                 1.7432,               0.000199,               0.000199,               0.000199
