                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                0.92335,                0.59412,                 1.5905,                0.77813,                0.70012,                0.75562,                0.60154,                0.79828,                0.48773,                 1.6223,              0.0061637,              0.0061637,              0.0061637
                     64,                 0.9192,                0.58973,                 1.5889,                0.77792,                0.70004,                0.75592,                0.60154,                0.79901,                0.48824,                 1.6216,              0.0061019,              0.0061019,              0.0061019
                     65,                0.91728,                0.58938,                 1.5857,                  0.778,                0.70087,                0.75634,                0.60183,                0.79959,                0.48872,                 1.6207,                0.00604,                0.00604,                0.00604
                     66,                0.91693,                 0.5888,                 1.5887,                0.77838,                0.70133,                0.75662,                0.60179,                0.80075,                0.48931,                  1.621,              0.0059781,              0.0059781,              0.0059781
                     67,                0.91302,                0.58501,                 1.5809,                0.77867,                0.70164,                0.75676,                0.60158,                0.80151,                 0.4897,                 1.6211,              0.0059163,              0.0059163,              0.0059163
                     68,                0.91141,                0.58492,                 1.5818,                0.77947,                0.70091,                0.75691,                0.60163,                  0.802,                 0.4901,                 1.6207,              0.0058544,              0.0058544,              0.0058544
                     69,                0.90861,                0.58101,                 1.5803,                0.77866,                0.70118,                0.75698,                0.60172,                0.80217,                0.49052,                 1.6198,              0.0057925,              0.0057925,              0.0057925
                     70,                0.90789,                0.57837,                 1.5833,                 0.7784,                0.70198,                0.75718,                0.60163,                0.80254,                0.49077,                 1.6195,              0.0057306,              0.0057306,              0.0057306
                     71,                0.90801,                0.58133,                 1.5761,                 0.7772,                0.70278,                 0.7571,                0.60159,                0.80263,                0.49086,                 1.6194,              0.0056688,              0.0056688,              0.0056688
                     72,                0.90798,                0.58187,                 1.5808,                0.77826,                 0.7026,                0.75716,                0.60158,                0.80296,                0.49092,                 1.6195,              0.0056069,              0.0056069,              0.0056069
